Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche
2016-03-02,5.0,164.355534894709,7.0,5.0,16.0,63.0,
2016-03-03,1.0,116.797066860726,7.0,4.75,5.0,21.0,
2016-03-03,2.0,229.046716982771,7.0,4.75,5.0,21.0,
2016-03-03,3.0,88.9616745803378,7.0,4.75,5.0,21.0,
2016-03-03,4.0,53.3398566608189,7.0,4.75,5.0,21.0,
2016-03-03,5.0,154.985702571168,7.0,4.75,5.0,21.0,
2016-03-04,1.0,100.459635238409,2.0,3.875,9.0,10.0,
2016-03-04,2.0,219.883104831763,2.0,3.875,9.0,10.0,
2016-03-04,3.0,98.7464106170893,2.0,3.875,9.0,10.0,
2016-03-04,4.0,54.3096350622408,2.0,3.875,9.0,10.0,
2016-03-04,5.0,189.909787668708,2.0,3.875,9.0,10.0,
2016-03-05,1.0,126.558308460523,8.0,3.25,5.0,61.0,
2016-03-05,2.0,307.355804230078,8.0,3.25,5.0,61.0,
2016-03-05,3.0,105.454582350578,8.0,3.25,5.0,61.0,
2016-03-05,4.0,87.0021007839086,8.0,3.25,5.0,61.0,
2016-03-05,5.0,183.665499323068,8.0,3.25,5.0,61.0,
2016-03-06,1.0,63.6973176810197,7.0,4.5,11.0,10.0,
2016-03-06,2.0,424.997870111198,7.0,4.5,11.0,10.0,
2016-03-06,3.0,125.253628707352,7.0,4.5,11.0,10.0,
2016-03-06,4.0,89.9769028362655,7.0,4.5,11.0,10.0,
2016-03-06,5.0,237.73551437776,7.0,4.5,11.0,10.0,
2016-03-07,1.0,100.739810297883,6.0,4.75,10.0,20.0,
2016-03-07,2.0,261.046920938025,6.0,4.75,10.0,20.0,
2016-03-07,3.0,104.963466896837,6.0,4.75,10.0,20.0,
2016-03-07,4.0,59.3154655481707,6.0,4.75,10.0,20.0,
2016-03-07,5.0,223.487676344186,6.0,4.75,10.0,20.0,
2016-03-08,1.0,121.47081943624,6.0,5.0,10.0,61.0,
2016-03-08,2.0,266.517131416557,6.0,5.0,10.0,61.0,
2016-03-08,3.0,73.2317211493194,6.0,5.0,10.0,61.0,
2016-03-08,4.0,86.237361671157,6.0,5.0,10.0,61.0,
2016-03-08,5.0,254.230927805738,6.0,5.0,10.0,61.0,
2016-03-09,1.0,134.50464200454,0.0,6.75,9.0,5.0,
2016-03-09,2.0,271.328765064048,0.0,6.75,9.0,5.0,
2016-03-09,3.0,112.702195949417,0.0,6.75,9.0,5.0,
2016-03-09,5.0,259.677695472758,0.0,6.75,9.0,5.0,
2016-03-10,1.0,144.670919387674,8.0,4.375,11.0,10.0,
2016-03-10,2.0,293.908820913272,8.0,4.375,11.0,10.0,
2016-03-10,3.0,60.8341417156009,8.0,4.375,11.0,10.0,
2016-03-10,4.0,59.7788825664352,8.0,4.375,11.0,10.0,
2016-03-10,5.0,229.760403843279,8.0,4.375,11.0,10.0,
2016-03-11,1.0,147.967084273896,8.0,3.5,11.0,,
2016-03-11,2.0,254.5335408235,8.0,3.5,11.0,,
2016-03-11,3.0,91.4520450012182,8.0,3.5,11.0,,
2016-03-11,4.0,84.0911815561759,8.0,3.5,11.0,,
2016-03-11,5.0,240.691258075457,8.0,3.5,11.0,,
2016-03-12,1.0,156.983737754714,8.0,2.75,7.0,0.0,
2016-03-12,2.0,369.210704930203,8.0,2.75,7.0,0.0,
2016-03-12,3.0,123.879594747325,8.0,2.75,7.0,0.0,
2016-03-12,4.0,64.8612566543002,8.0,2.75,7.0,0.0,
2016-03-12,5.0,257.066009798004,8.0,2.75,7.0,0.0,
2016-03-13,1.0,85.1258324563042,8.0,0.875,8.0,10.0,
2016-03-13,2.0,457.374192354555,8.0,0.875,8.0,10.0,
2016-03-13,3.0,141.827571462778,8.0,0.875,8.0,10.0,
2016-03-13,4.0,122.358145037394,8.0,0.875,8.0,10.0,
2016-03-13,5.0,358.149041587833,8.0,0.875,8.0,10.0,
2016-03-14,1.0,82.3443055655689,8.0,5.0,8.0,10.0,
2016-03-14,2.0,248.430200784947,8.0,5.0,8.0,10.0,
2016-03-14,3.0,106.168003108515,8.0,5.0,8.0,10.0,
2016-03-14,4.0,65.7551183672035,8.0,5.0,8.0,10.0,
2016-03-14,5.0,216.472813308732,8.0,5.0,8.0,10.0,
2016-03-15,1.0,135.410674142097,5.0,5.75,12.0,61.0,
2016-03-15,2.0,274.617100464435,5.0,5.75,12.0,61.0,
2016-03-15,3.0,85.1205684450089,5.0,5.75,12.0,61.0,
2016-03-15,4.0,78.5327059559345,5.0,5.75,12.0,61.0,
2016-03-15,5.0,277.612340356285,5.0,5.75,12.0,61.0,
2016-03-16,1.0,149.729711282462,1.0,6.375,11.0,0.0,
2016-03-16,2.0,284.674093245276,1.0,6.375,11.0,0.0,
2016-03-16,3.0,103.320840659689,1.0,6.375,11.0,0.0,
2016-03-16,4.0,74.3282044980244,1.0,6.375,11.0,0.0,
2016-03-16,5.0,239.608116730981,1.0,6.375,11.0,0.0,
2016-03-17,1.0,171.39484313798,0.0,9.25,12.0,0.0,
2016-03-17,2.0,292.66701959477,0.0,9.25,12.0,0.0,
2016-03-17,3.0,102.115552422329,0.0,9.25,12.0,0.0,
2016-03-17,4.0,76.6750730683855,0.0,9.25,12.0,0.0,
2016-03-17,5.0,259.197413669464,0.0,9.25,12.0,0.0,
2016-03-18,1.0,107.770107847376,8.0,5.375,9.0,21.0,
2016-03-18,2.0,271.254945413232,8.0,5.375,9.0,21.0,
2016-03-18,3.0,83.2732058217668,8.0,5.375,9.0,21.0,
2016-03-18,4.0,85.0144032931207,8.0,5.375,9.0,21.0,
2016-03-18,5.0,310.248622540004,8.0,5.375,9.0,21.0,
2016-03-19,1.0,123.305215643708,7.0,6.0,15.0,45.0,
2016-03-19,2.0,380.23741771866,7.0,6.0,15.0,45.0,
2016-03-19,3.0,139.178861828601,7.0,6.0,15.0,45.0,
2016-03-19,4.0,82.3119212358549,7.0,6.0,15.0,45.0,
2016-03-19,5.0,319.459082188137,7.0,6.0,15.0,45.0,
2016-03-20,1.0,60.1580699950504,6.0,8.625,15.0,61.0,
2016-03-20,2.0,527.51544193685,6.0,8.625,15.0,61.0,
2016-03-20,3.0,184.166261199202,6.0,8.625,15.0,61.0,
2016-03-20,4.0,106.4494715151,6.0,8.625,15.0,61.0,
2016-03-20,5.0,351.534522494821,6.0,8.625,15.0,61.0,
2016-03-21,1.0,111.594469309437,7.0,7.5,19.0,61.0,
2016-03-21,2.0,270.390507218686,7.0,7.5,19.0,61.0,
2016-03-21,3.0,112.199506864566,7.0,7.5,19.0,61.0,
2016-03-21,4.0,75.4092115243714,7.0,7.5,19.0,61.0,
2016-03-21,5.0,279.296769510573,7.0,7.5,19.0,61.0,
2016-03-22,1.0,123.498900492749,7.0,8.125,13.0,61.0,
2016-03-22,2.0,305.474521378648,7.0,8.125,13.0,61.0,
2016-03-22,3.0,106.189967034507,7.0,8.125,13.0,61.0,
2016-03-22,4.0,64.4622775695536,7.0,8.125,13.0,61.0,
2016-03-22,5.0,269.214268402338,7.0,8.125,13.0,61.0,
2016-03-23,1.0,170.980616905401,1.0,9.125,13.0,,
2016-03-23,2.0,328.778860928535,1.0,9.125,13.0,,
2016-03-23,3.0,108.098676775929,1.0,9.125,13.0,,
2016-03-23,4.0,54.9613227217267,1.0,9.125,13.0,,
2016-03-23,5.0,278.851630298633,1.0,9.125,13.0,,
2016-03-24,,,7.0,7.375,10.0,21.0,
2016-03-25,,,8.0,7.875,7.0,61.0,
2016-03-26,1.0,233.436259088557,1.0,9.75,9.0,0.0,
2016-03-26,2.0,603.695640303816,1.0,9.75,9.0,0.0,
2016-03-26,3.0,284.681250764875,1.0,9.75,9.0,0.0,
2016-03-26,4.0,58.5372758928461,1.0,9.75,9.0,0.0,
2016-03-26,5.0,481.654957864093,1.0,9.75,9.0,0.0,
2016-03-27,1.0,92.2009391869641,7.0,8.625,12.0,61.0,
2016-03-27,2.0,684.171162722579,7.0,8.625,12.0,61.0,
2016-03-27,3.0,189.788106034315,7.0,8.625,12.0,61.0,
2016-03-27,4.0,141.426208355897,7.0,8.625,12.0,61.0,
2016-03-27,5.0,321.238551565509,7.0,8.625,12.0,61.0,
2016-03-28,1.0,78.9437065311216,6.0,11.625,18.0,61.0,
2016-03-28,2.0,593.601919712894,6.0,11.625,18.0,61.0,
2016-03-28,3.0,222.678061175997,6.0,11.625,18.0,61.0,
2016-03-28,4.0,121.314930976408,6.0,11.625,18.0,61.0,
2016-03-28,5.0,295.412643657617,6.0,11.625,18.0,61.0,
2016-03-29,1.0,119.200195257023,6.0,10.0,13.0,21.0,
2016-03-29,2.0,384.312439396431,6.0,10.0,13.0,21.0,
2016-03-29,3.0,102.221734637477,6.0,10.0,13.0,21.0,
2016-03-29,4.0,67.7767299139779,6.0,10.0,13.0,21.0,
2016-03-29,5.0,230.574162176282,6.0,10.0,13.0,21.0,
2016-03-30,1.0,60.5126024929405,5.0,8.5,15.0,61.0,
2016-03-30,2.0,337.623139607796,5.0,8.5,15.0,61.0,
2016-03-30,3.0,117.881664269555,5.0,8.5,15.0,61.0,
2016-03-30,4.0,72.2946923139008,5.0,8.5,15.0,61.0,
2016-03-30,5.0,241.966349438166,5.0,8.5,15.0,61.0,
2016-03-31,1.0,98.7497125455811,4.0,9.0,13.0,21.0,
2016-03-31,2.0,368.852751120523,4.0,9.0,13.0,21.0,
2016-03-31,3.0,126.127818313849,4.0,9.0,13.0,21.0,
2016-03-31,4.0,76.3978378241098,4.0,9.0,13.0,21.0,
2016-03-31,5.0,239.635864704663,4.0,9.0,13.0,21.0,
2016-04-01,1.0,126.578280724595,0.0,9.125,7.0,,
2016-04-01,2.0,369.569826021304,0.0,9.125,7.0,,
2016-04-01,3.0,111.815006377573,0.0,9.125,7.0,,
2016-04-01,4.0,69.1621393027721,0.0,9.125,7.0,,
2016-04-01,5.0,288.46151804369,0.0,9.125,7.0,,
2016-04-02,1.0,87.3944207425519,3.0,12.75,8.0,,
2016-04-02,2.0,436.278040312197,3.0,12.75,8.0,,
2016-04-02,3.0,189.133194226414,3.0,12.75,8.0,,
2016-04-02,4.0,65.3028239253893,3.0,12.75,8.0,,
2016-04-02,5.0,247.661267823671,3.0,12.75,8.0,,
2016-04-03,1.0,59.9447846766429,7.0,15.5,5.0,21.0,
2016-04-03,2.0,401.200597393477,7.0,15.5,5.0,21.0,
2016-04-03,3.0,166.207053633233,7.0,15.5,5.0,21.0,
2016-04-03,4.0,86.220713636422,7.0,15.5,5.0,21.0,
2016-04-03,5.0,234.641380413364,7.0,15.5,5.0,21.0,
2016-04-04,1.0,137.947934007478,6.0,17.375,6.0,21.0,
2016-04-04,2.0,261.63640016653,6.0,17.375,6.0,21.0,
2016-04-04,3.0,128.292980884662,6.0,17.375,6.0,21.0,
2016-04-04,4.0,59.9058128787491,6.0,17.375,6.0,21.0,
2016-04-04,5.0,201.497255314954,6.0,17.375,6.0,21.0,
2016-04-05,1.0,94.142825899826,7.0,10.0,7.0,61.0,
2016-04-05,2.0,246.716621441029,7.0,10.0,7.0,61.0,
2016-04-05,3.0,99.5827121199856,7.0,10.0,7.0,61.0,
2016-04-05,4.0,58.9720553146971,7.0,10.0,7.0,61.0,
2016-04-05,5.0,218.413027097897,7.0,10.0,7.0,61.0,
2016-04-06,1.0,115.447838356541,6.0,11.125,12.0,61.0,
2016-04-06,2.0,285.481476537921,6.0,11.125,12.0,61.0,
2016-04-06,3.0,97.0822637355334,6.0,11.125,12.0,61.0,
2016-04-06,4.0,57.02264586249,6.0,11.125,12.0,61.0,
2016-04-06,5.0,223.914811749007,6.0,11.125,12.0,61.0,
2016-04-07,1.0,89.6184406128346,6.0,8.625,13.0,21.0,
2016-04-07,2.0,281.790814958438,6.0,8.625,13.0,21.0,
2016-04-07,3.0,107.132064321167,6.0,8.625,13.0,21.0,
2016-04-07,4.0,54.3071271105345,6.0,8.625,13.0,21.0,
2016-04-07,5.0,252.585105953365,6.0,8.625,13.0,21.0,
2016-04-08,1.0,78.1961621702536,6.0,9.0,9.0,63.0,
2016-04-08,2.0,256.02856475427,6.0,9.0,9.0,63.0,
2016-04-08,3.0,120.523884707092,6.0,9.0,9.0,63.0,
2016-04-08,4.0,74.0266572205362,6.0,9.0,9.0,63.0,
2016-04-08,5.0,194.066874820885,6.0,9.0,9.0,63.0,
2016-04-09,1.0,147.991506901966,4.0,10.125,11.0,0.0,
2016-04-09,2.0,350.321119468727,4.0,10.125,11.0,0.0,
2016-04-09,3.0,109.938038337504,4.0,10.125,11.0,0.0,
2016-04-09,4.0,88.7240563710287,4.0,10.125,11.0,0.0,
2016-04-09,5.0,234.167630912455,4.0,10.125,11.0,0.0,
2016-04-10,1.0,52.0436407239646,7.0,10.875,13.0,,
2016-04-10,2.0,396.748147555459,7.0,10.875,13.0,,
2016-04-10,3.0,129.352661247474,7.0,10.875,13.0,,
2016-04-10,4.0,188.227432737985,7.0,10.875,13.0,,
2016-04-10,5.0,244.033068510366,7.0,10.875,13.0,,
2016-04-11,1.0,123.702699233727,1.0,10.0,15.0,5.0,
2016-04-11,2.0,266.366625292038,1.0,10.0,15.0,5.0,
2016-04-11,3.0,108.061463379292,1.0,10.0,15.0,5.0,
2016-04-11,4.0,63.5917525356622,1.0,10.0,15.0,5.0,
2016-04-11,5.0,200.384279419303,1.0,10.0,15.0,5.0,
2016-04-12,1.0,132.521415737209,6.0,8.0,9.0,61.0,
2016-04-12,2.0,258.442290134172,6.0,8.0,9.0,61.0,
2016-04-12,3.0,94.4609362964128,6.0,8.0,9.0,61.0,
2016-04-12,4.0,75.012720073973,6.0,8.0,9.0,61.0,
2016-04-12,5.0,192.217013566236,6.0,8.0,9.0,61.0,
2016-04-13,1.0,94.2383228667346,5.0,9.75,11.0,10.0,
2016-04-13,2.0,264.607767409568,5.0,9.75,11.0,10.0,
2016-04-13,3.0,103.935299590913,5.0,9.75,11.0,10.0,
2016-04-13,4.0,68.3800760787528,5.0,9.75,11.0,10.0,
2016-04-13,5.0,205.053912073887,5.0,9.75,11.0,10.0,
2016-04-14,1.0,147.451316499508,6.0,10.0,8.0,0.0,
2016-04-14,2.0,265.260826538153,6.0,10.0,8.0,0.0,
2016-04-14,3.0,91.246014388283,6.0,10.0,8.0,0.0,
2016-04-14,4.0,79.6651618752898,6.0,10.0,8.0,0.0,
2016-04-14,5.0,203.526804979814,6.0,10.0,8.0,0.0,
2016-04-15,1.0,114.065751428593,7.0,10.625,8.0,61.0,
2016-04-15,2.0,252.480598904069,7.0,10.625,8.0,61.0,
2016-04-15,3.0,86.3777902545636,7.0,10.625,8.0,61.0,
2016-04-15,4.0,85.5021019405904,7.0,10.625,8.0,61.0,
2016-04-15,5.0,215.677749048544,7.0,10.625,8.0,61.0,
2016-04-16,1.0,154.36608888434,6.0,12.75,15.0,53.0,
2016-04-16,2.0,343.737114318693,6.0,12.75,15.0,53.0,
2016-04-16,3.0,163.804926988699,6.0,12.75,15.0,53.0,
2016-04-16,4.0,38.0034581066634,6.0,12.75,15.0,53.0,
2016-04-16,5.0,266.268834875461,6.0,12.75,15.0,53.0,
2016-04-17,1.0,47.0066493758308,4.0,9.875,19.0,21.0,
2016-04-17,2.0,414.521614252364,4.0,9.875,19.0,21.0,
2016-04-17,3.0,151.966394520198,4.0,9.875,19.0,21.0,
2016-04-17,4.0,128.930716522031,4.0,9.875,19.0,21.0,
2016-04-17,5.0,252.402052934785,4.0,9.875,19.0,21.0,
2016-04-18,1.0,118.988739758524,7.0,9.625,16.0,21.0,
2016-04-18,2.0,278.295779079878,7.0,9.625,16.0,21.0,
2016-04-18,3.0,80.6868758615905,7.0,9.625,16.0,21.0,
2016-04-18,4.0,62.1949644291393,7.0,9.625,16.0,21.0,
2016-04-18,5.0,180.402133751967,7.0,9.625,16.0,21.0,
2016-04-19,1.0,118.548088668147,5.0,9.5,23.0,21.0,
2016-04-19,2.0,246.549064599033,5.0,9.5,23.0,21.0,
2016-04-19,3.0,97.9279177062117,5.0,9.5,23.0,21.0,
2016-04-19,4.0,58.782468497158,5.0,9.5,23.0,21.0,
2016-04-19,5.0,222.545920445252,5.0,9.5,23.0,21.0,
2016-04-20,1.0,97.0075160140583,2.0,10.5,17.0,,
2016-04-20,2.0,237.679797411646,2.0,10.5,17.0,,
2016-04-20,3.0,69.0284229573483,2.0,10.5,17.0,,
2016-04-20,4.0,78.2047969831531,2.0,10.5,17.0,,
2016-04-20,5.0,218.70012017309,2.0,10.5,17.0,,
2016-04-21,1.0,162.612344751633,2.0,11.625,16.0,,
2016-04-21,2.0,275.748854017986,2.0,11.625,16.0,,
2016-04-21,3.0,92.3729306588041,2.0,11.625,16.0,,
2016-04-21,4.0,58.4908896568249,2.0,11.625,16.0,,
2016-04-21,5.0,235.198858641542,2.0,11.625,16.0,,
2016-04-22,1.0,113.388253179464,5.0,10.5,12.0,,
2016-04-22,2.0,275.38376345089,5.0,10.5,12.0,,
2016-04-22,3.0,96.0566519540133,5.0,10.5,12.0,,
2016-04-22,4.0,68.8249663767415,5.0,10.5,12.0,,
2016-04-22,5.0,226.361072270193,5.0,10.5,12.0,,
2016-04-23,1.0,92.1021778355632,3.0,8.875,17.0,21.0,
2016-04-23,2.0,332.231280619225,3.0,8.875,17.0,21.0,
2016-04-23,3.0,123.22570358776,3.0,8.875,17.0,21.0,
2016-04-23,4.0,69.8152946816204,3.0,8.875,17.0,21.0,
2016-04-23,5.0,342.883589669836,3.0,8.875,17.0,21.0,
2016-04-24,1.0,75.6222245885521,4.0,5.75,10.0,21.0,
2016-04-24,2.0,390.150348783304,4.0,5.75,10.0,21.0,
2016-04-24,3.0,153.324122317668,4.0,5.75,10.0,21.0,
2016-04-24,4.0,141.716902781412,4.0,5.75,10.0,21.0,
2016-04-24,5.0,287.878130133696,4.0,5.75,10.0,21.0,
2016-04-25,1.0,120.296897891865,8.0,4.625,10.0,61.0,
2016-04-25,2.0,291.664653265081,8.0,4.625,10.0,61.0,
2016-04-25,3.0,123.274872525649,8.0,4.625,10.0,61.0,
2016-04-25,4.0,81.5258711901888,8.0,4.625,10.0,61.0,
2016-04-25,5.0,191.905007576654,8.0,4.625,10.0,61.0,
2016-04-26,1.0,110.811927318748,7.0,2.5,7.0,75.0,
2016-04-26,2.0,259.458654116745,7.0,2.5,7.0,75.0,
2016-04-26,3.0,71.8323573128756,7.0,2.5,7.0,75.0,
2016-04-26,4.0,49.8838269746306,7.0,2.5,7.0,75.0,
2016-04-26,5.0,231.386410915795,7.0,2.5,7.0,75.0,
2016-04-27,1.0,109.900043591409,7.0,4.875,8.0,61.0,
2016-04-27,2.0,245.398926176158,7.0,4.875,8.0,61.0,
2016-04-27,3.0,80.8725602170082,7.0,4.875,8.0,61.0,
2016-04-27,4.0,67.274912956458,7.0,4.875,8.0,61.0,
2016-04-27,5.0,241.630584610239,7.0,4.875,8.0,61.0,
2016-04-28,1.0,144.258444140683,6.0,7.5,16.0,61.0,
2016-04-28,2.0,253.333171941653,6.0,7.5,16.0,61.0,
2016-04-28,3.0,105.706858808087,6.0,7.5,16.0,61.0,
2016-04-28,4.0,54.2050183679024,6.0,7.5,16.0,61.0,
2016-04-28,5.0,233.867524957424,6.0,7.5,16.0,61.0,
2016-04-29,1.0,141.971140303684,6.0,9.75,13.0,61.0,
2016-04-29,2.0,303.736923397452,6.0,9.75,13.0,61.0,
2016-04-29,3.0,82.9419491940788,6.0,9.75,13.0,61.0,
2016-04-29,4.0,80.6775404303345,6.0,9.75,13.0,61.0,
2016-04-29,5.0,293.074476816919,6.0,9.75,13.0,61.0,
2016-04-30,1.0,133.934264874241,8.0,8.0,7.0,61.0,
2016-04-30,2.0,358.802853523612,8.0,8.0,7.0,61.0,
2016-04-30,3.0,134.027286218656,8.0,8.0,7.0,61.0,
2016-04-30,4.0,59.6068804956452,8.0,8.0,7.0,61.0,
2016-04-30,5.0,334.465117619,8.0,8.0,7.0,61.0,
2016-05-01,1.0,75.0855680153977,0.0,10.75,9.0,,
2016-05-01,2.0,482.578324661218,0.0,10.75,9.0,,
2016-05-01,3.0,223.802785349283,0.0,10.75,9.0,,
2016-05-01,4.0,160.657021441659,0.0,10.75,9.0,,
2016-05-01,5.0,378.369798483015,0.0,10.75,9.0,,
2016-05-02,1.0,80.5343204678304,1.0,17.875,6.0,,
2016-05-02,2.0,320.995419915468,1.0,17.875,6.0,,
2016-05-02,3.0,95.4131027318739,1.0,17.875,6.0,,
2016-05-02,4.0,83.4409378249042,1.0,17.875,6.0,,
2016-05-02,5.0,227.08493593719,1.0,17.875,6.0,,
2016-05-03,1.0,121.044237577884,6.0,11.375,15.0,61.0,
2016-05-03,2.0,289.708731482993,6.0,11.375,15.0,61.0,
2016-05-03,3.0,78.2337652654008,6.0,11.375,15.0,61.0,
2016-05-03,4.0,55.7089383505145,6.0,11.375,15.0,61.0,
2016-05-03,5.0,247.627437648159,6.0,11.375,15.0,61.0,
2016-05-04,1.0,143.517586627587,1.0,12.375,10.0,,
2016-05-04,2.0,340.854574986743,1.0,12.375,10.0,,
2016-05-04,3.0,130.920505347872,1.0,12.375,10.0,,
2016-05-04,4.0,87.3305739010551,1.0,12.375,10.0,,
2016-05-04,5.0,228.21188230052,1.0,12.375,10.0,,
2016-05-05,1.0,63.2181127337263,0.0,15.125,13.0,,
2016-05-05,2.0,520.85778075021,0.0,15.125,13.0,,
2016-05-05,3.0,189.486215784858,0.0,15.125,13.0,,
2016-05-05,4.0,81.4028605555413,0.0,15.125,13.0,,
2016-05-05,5.0,276.101540361524,0.0,15.125,13.0,,
2016-05-06,1.0,128.636414764642,0.0,19.0,14.0,,
2016-05-06,2.0,549.571974612779,0.0,19.0,14.0,,
2016-05-06,3.0,223.695167377294,0.0,19.0,14.0,,
2016-05-06,4.0,80.6217653639757,0.0,19.0,14.0,,
2016-05-06,5.0,263.896205618387,0.0,19.0,14.0,,
2016-05-07,1.0,130.740469962421,0.0,22.125,12.0,,
2016-05-07,2.0,513.379310537856,0.0,22.125,12.0,,
2016-05-07,3.0,234.423968466887,0.0,22.125,12.0,,
2016-05-07,4.0,115.682643906475,0.0,22.125,12.0,,
2016-05-07,5.0,283.861298918752,0.0,22.125,12.0,,
2016-05-08,1.0,70.7536194190359,0.0,21.375,17.0,,
2016-05-08,2.0,603.774496490781,0.0,21.375,17.0,,
2016-05-08,3.0,223.450408926695,0.0,21.375,17.0,,
2016-05-08,4.0,148.75173881877,0.0,21.375,17.0,,
2016-05-08,5.0,262.509023160781,0.0,21.375,17.0,,
2016-05-09,1.0,115.102371461682,0.0,19.875,12.0,,
2016-05-09,2.0,316.234375653089,0.0,19.875,12.0,,
2016-05-09,3.0,129.465698741399,0.0,19.875,12.0,,
2016-05-09,4.0,61.9345960971892,0.0,19.875,12.0,,
2016-05-09,5.0,274.784906816565,0.0,19.875,12.0,,
2016-05-10,1.0,92.2789261138812,0.0,20.875,14.0,,
2016-05-10,2.0,305.219598795191,0.0,20.875,14.0,,
2016-05-10,3.0,72.9835247548076,0.0,20.875,14.0,,
2016-05-10,4.0,72.8065439260456,0.0,20.875,14.0,,
2016-05-10,5.0,187.104061213047,0.0,20.875,14.0,,
2016-05-11,1.0,85.9296410490685,0.0,20.625,15.0,,
2016-05-11,2.0,309.345908790116,0.0,20.625,15.0,,
2016-05-11,3.0,141.551854340505,0.0,20.625,15.0,,
2016-05-11,4.0,83.2552768245152,0.0,20.625,15.0,,
2016-05-11,5.0,223.186865619855,0.0,20.625,15.0,,
2016-05-12,1.0,120.372349558473,0.0,15.625,17.0,0.0,
2016-05-12,2.0,322.631252723179,0.0,15.625,17.0,0.0,
2016-05-12,3.0,111.749909512964,0.0,15.625,17.0,0.0,
2016-05-12,4.0,57.7424642829603,0.0,15.625,17.0,0.0,
2016-05-12,5.0,261.231854050774,0.0,15.625,17.0,0.0,
2016-05-13,1.0,122.111295888313,2.0,17.5,16.0,65.0,
2016-05-13,2.0,329.450437716182,2.0,17.5,16.0,65.0,
2016-05-13,3.0,122.600995902318,2.0,17.5,16.0,65.0,
2016-05-13,4.0,51.4231465432757,2.0,17.5,16.0,65.0,
2016-05-13,5.0,210.489080210568,2.0,17.5,16.0,65.0,
2016-05-14,1.0,163.420994743525,7.0,10.0,14.0,21.0,
2016-05-14,2.0,451.821867120768,7.0,10.0,14.0,21.0,
2016-05-14,3.0,222.19069618993,7.0,10.0,14.0,21.0,
2016-05-14,4.0,130.346005754567,7.0,10.0,14.0,21.0,
2016-05-14,5.0,334.167716552479,7.0,10.0,14.0,21.0,
2016-05-15,1.0,45.1928439286054,6.0,9.75,12.0,61.0,
2016-05-15,2.0,522.220037792634,6.0,9.75,12.0,61.0,
2016-05-15,3.0,233.964586111884,6.0,9.75,12.0,61.0,
2016-05-15,4.0,139.225674960842,6.0,9.75,12.0,61.0,
2016-05-15,5.0,299.755271068588,6.0,9.75,12.0,61.0,
2016-05-16,1.0,98.0010179281108,5.0,11.25,16.0,,
2016-05-16,2.0,571.613453642502,5.0,11.25,16.0,,
2016-05-16,3.0,243.572747061241,5.0,11.25,16.0,,
2016-05-16,4.0,221.377548769257,5.0,11.25,16.0,,
2016-05-16,5.0,369.787407124008,5.0,11.25,16.0,,
2016-05-17,1.0,126.175939525105,7.0,10.75,15.0,21.0,
2016-05-17,2.0,399.004465280682,7.0,10.75,15.0,21.0,
2016-05-17,3.0,155.81645216738,7.0,10.75,15.0,21.0,
2016-05-17,4.0,81.2798661578787,7.0,10.75,15.0,21.0,
2016-05-17,5.0,253.335093139795,7.0,10.75,15.0,21.0,
2016-05-18,1.0,124.058397743762,5.0,16.75,7.0,,
2016-05-18,2.0,374.186876677991,5.0,16.75,7.0,,
2016-05-18,3.0,112.530997859032,5.0,16.75,7.0,,
2016-05-18,4.0,52.9852918112855,5.0,16.75,7.0,,
2016-05-18,5.0,300.098419383684,5.0,16.75,7.0,,
2016-05-19,1.0,103.539894371924,2.0,19.5,10.0,0.0,
2016-05-19,2.0,332.185760629374,2.0,19.5,10.0,0.0,
2016-05-19,3.0,129.892096900825,2.0,19.5,10.0,0.0,
2016-05-19,4.0,52.2420952260333,2.0,19.5,10.0,0.0,
2016-05-19,5.0,240.095760787002,2.0,19.5,10.0,0.0,
2016-05-20,1.0,142.315044989541,8.0,14.75,11.0,61.0,
2016-05-20,2.0,349.453247646396,8.0,14.75,11.0,61.0,
2016-05-20,3.0,134.003083415072,8.0,14.75,11.0,61.0,
2016-05-20,4.0,75.9719358863341,8.0,14.75,11.0,61.0,
2016-05-20,5.0,293.444856789248,8.0,14.75,11.0,61.0,
2016-05-21,1.0,134.348751582816,6.0,19.375,9.0,21.0,
2016-05-21,2.0,417.308630991789,6.0,19.375,9.0,21.0,
2016-05-21,3.0,175.636694299349,6.0,19.375,9.0,21.0,
2016-05-21,4.0,96.0857980307046,6.0,19.375,9.0,21.0,
2016-05-21,5.0,255.045369394965,6.0,19.375,9.0,21.0,
2016-05-22,1.0,44.0664524465327,1.0,25.0,9.0,,
2016-05-22,2.0,399.272621728124,1.0,25.0,9.0,,
2016-05-22,3.0,194.032210815487,1.0,25.0,9.0,,
2016-05-22,4.0,80.1661906627983,1.0,25.0,9.0,,
2016-05-22,5.0,296.041738757378,1.0,25.0,9.0,,
2016-05-23,1.0,92.0461391783152,7.0,15.5,8.0,21.0,
2016-05-23,2.0,339.099125176726,7.0,15.5,8.0,21.0,
2016-05-23,3.0,138.761811140948,7.0,15.5,8.0,21.0,
2016-05-23,4.0,89.2533652735873,7.0,15.5,8.0,21.0,
2016-05-23,5.0,204.020005721102,7.0,15.5,8.0,21.0,
2016-05-24,1.0,93.689577938849,8.0,14.25,10.0,21.0,
2016-05-24,2.0,297.823624960247,8.0,14.25,10.0,21.0,
